Id,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,MasVnrArea,Foundation,BsmtQual,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SalePrice
335,9042,Inside,Gilbert,1Fam,2Story,6,5,1998,Gable,0,PConc,Gd,943,GasA,943,695,2,1,3,1,2,2,472,7,2008,WD,192000
336,164660,Corner,Timber,2fmCon,1.5Fin,5,6,1965,Gable,0,CBlock,TA,1499,GasA,1619,167,2,0,3,1,2,2,529,8,2008,WD,228950
337,14157,Corner,StoneBr,1Fam,1Story,9,5,2005,Hip,200,PConc,Ex,1922,GasA,1922,0,2,0,3,1,1,3,676,7,2007,WD,377426
338,9135,Inside,CollgCr,1Fam,1Story,7,5,2002,Gable,113,PConc,Gd,1536,GasA,1536,0,2,0,3,1,0,2,532,12,2008,WD,214000
339,14145,Corner,NWAmes,1Fam,1Story,7,7,1984,Gable,0,CBlock,Gd,1208,GasA,1621,0,2,0,3,1,0,2,440,5,2006,WD,202500
340,12400,Inside,NAmes,1Fam,1Story,6,7,1958,Hip,176,CBlock,TA,1215,GasA,1215,0,1,0,3,1,0,1,297,6,2009,WD,155000
341,14191,Inside,Timber,1Fam,2Story,8,5,2002,Gable,0,PConc,Gd,967,GasA,993,915,2,1,4,1,0,2,431,4,2010,WD,202900
342,8400,Inside,SawyerW,1Fam,1Story,4,4,1950,Gable,0,CBlock,TA,721,GasA,841,0,1,0,2,1,0,1,294,9,2009,WD,82000
343,8544,Inside,NAmes,Duplex,1Story,3,4,1949,Gable,340,Slab,,0,Wall,1040,0,2,0,2,2,0,2,400,5,2006,WD,87500
344,8849,Inside,NridgHt,TwnhsE,1Story,9,5,2005,Hip,616,PConc,Ex,1684,GasA,1684,0,2,0,2,1,1,2,564,7,2008,WD,266000
345,2592,Inside,MeadowV,TwnhsE,2Story,5,3,1976,Gable,0,CBlock,Gd,536,GasA,536,576,1,1,3,1,0,1,336,4,2010,WD,85000
346,6435,Inside,BrkSide,1Fam,1.5Fin,6,5,1939,Gable,0,BrkTil,TA,972,GasA,972,605,1,0,3,1,1,1,312,10,2006,WD,140200
347,12772,CulDSac,NAmes,1Fam,1Story,6,8,1960,Hip,0,CBlock,TA,958,GasA,958,0,1,0,2,1,0,1,301,4,2007,WD,151500
348,17600,Inside,NAmes,1Fam,1Story,6,5,1960,Gable,30,CBlock,TA,1478,GasA,1478,0,2,0,3,1,2,2,498,12,2009,WD,157500
349,2448,Inside,NridgHt,Twnhs,2Story,7,5,2003,Gable,106,PConc,Gd,764,GasA,764,862,2,1,2,1,0,2,474,10,2008,WD,154000
350,20431,Inside,NridgHt,1Fam,2Story,9,5,2005,Hip,870,PConc,Ex,1848,GasA,1848,880,2,1,4,1,2,3,706,4,2006,New,437154
351,7820,Inside,NridgHt,TwnhsE,1Story,9,5,2007,Hip,362,PConc,Ex,1869,GasA,1869,0,2,0,2,1,1,2,617,12,2007,New,318061
352,5271,Inside,ClearCr,1Fam,1Story,7,5,1986,Gable,0,PConc,Gd,1453,GasA,1453,0,1,1,2,1,1,2,445,12,2006,WD,190000
353,9084,Inside,Edwards,1Fam,1.5Fin,5,6,1941,Gable,0,CBlock,TA,616,GasA,616,495,1,0,3,1,0,1,200,3,2008,ConLw,95000
354,8520,Inside,OldTown,1Fam,1Story,6,8,1928,Gable,0,BrkTil,TA,624,GasA,720,0,1,0,2,1,0,2,484,5,2010,WD,105900
355,8400,Inside,SWISU,1Fam,1.5Fin,6,5,1940,Gable,0,CBlock,TA,940,GasA,1192,403,1,0,2,1,2,1,240,6,2006,WD,140000
356,11249,Inside,CollgCr,1Fam,1Story,6,5,1995,Gable,0,PConc,Gd,1200,GasA,1200,0,2,0,3,1,0,2,521,8,2007,WD,177500
357,9248,Inside,Gilbert,1Fam,1Story,6,6,1992,Gable,106,PConc,Gd,1158,GasA,1167,0,2,0,3,1,0,2,400,7,2009,WD,173000
358,4224,Inside,MeadowV,TwnhsE,1Story,5,5,1976,Gable,0,PConc,Gd,1142,GasA,1142,0,1,1,3,1,1,2,528,8,2007,WD,134000
359,6930,Inside,ClearCr,1Fam,SLvl,5,4,1958,Hip,120,CBlock,TA,1062,GasA,1352,0,1,0,3,1,0,1,288,7,2006,WD,130000
360,12011,CulDSac,NoRidge,1Fam,2Story,8,5,1998,Gable,530,PConc,Gd,1086,GasA,1086,838,2,1,3,1,1,2,592,6,2006,WD,280000
361,7540,CulDSac,Mitchel,1Fam,SFoyer,6,6,1978,Gable,0,CBlock,Gd,888,GasA,912,0,1,0,2,1,1,2,470,6,2007,WD,156000
362,9144,Inside,BrkSide,1Fam,1.5Fin,5,5,1940,Gable,0,CBlock,TA,883,GasA,988,517,1,0,3,1,0,1,240,7,2008,WD,145000
363,7301,Corner,Edwards,1Fam,SFoyer,7,5,2003,Gable,500,Slab,,0,GasA,495,1427,3,0,4,1,1,2,672,7,2009,ConLD,198500
364,1680,Inside,BrDale,Twnhs,2Story,6,8,1972,Gable,510,CBlock,TA,483,GasA,483,504,1,1,2,1,0,1,264,5,2009,WD,118000
365,18800,FR2,NWAmes,1Fam,2Story,6,5,1976,Gable,120,PConc,Gd,796,GasA,790,784,2,1,3,1,1,2,566,7,2006,WD,190000
366,10690,Inside,IDOTRR,1Fam,2Story,5,7,1920,Hip,0,CBlock,TA,672,GasA,672,672,1,0,3,1,0,1,468,7,2009,WD,147000
367,9500,Inside,NAmes,1Fam,1Story,6,5,1963,Gable,247,CBlock,Gd,1394,GasA,1394,0,1,1,3,1,2,2,514,7,2009,WD,159000
368,9150,Corner,NAmes,1Fam,SLvl,6,5,1962,Gable,305,CBlock,Gd,1099,GasA,1431,0,1,0,3,1,1,1,296,12,2008,WD,165000
369,7800,Inside,NAmes,1Fam,1Story,5,6,1954,Gable,200,PConc,TA,1268,GasA,1268,0,1,0,2,1,1,1,244,3,2010,WD,132000
370,9830,Corner,NAmes,1Fam,1Story,5,7,1959,Gable,0,CBlock,TA,1063,GasA,1287,0,1,0,3,1,1,2,576,3,2010,WD,162000
371,8121,Inside,Gilbert,1Fam,2Story,6,5,2000,Gable,0,PConc,Gd,953,GasA,953,711,2,1,3,1,1,2,460,1,2006,WD,172400
372,17120,Inside,ClearCr,1Fam,1.5Fin,4,4,1959,Gable,0,CBlock,,0,GasA,1120,468,2,0,4,1,1,2,680,7,2008,WD,134432
373,7175,Inside,SawyerW,TwnhsE,1Story,6,5,1984,Gable,0,CBlock,Gd,744,GasA,752,0,1,0,2,1,0,1,264,2,2010,WD,125000
374,10634,Inside,NAmes,1Fam,1Story,5,6,1953,Gable,0,PConc,TA,608,GasA,1319,0,1,0,3,1,0,1,270,11,2009,WD,123000
375,8200,Inside,CollgCr,1Fam,2Story,7,5,2003,Gable,0,PConc,Gd,847,GasA,847,1081,2,1,4,1,1,2,434,7,2007,WD,219500
376,10020,Inside,Edwards,1Fam,1Story,1,1,1922,Gable,0,BrkTil,Fa,683,GasA,904,0,0,1,1,1,0,0,0,3,2009,WD,61000
377,8846,CulDSac,CollgCr,1Fam,SFoyer,5,5,1996,Gable,0,PConc,Gd,870,GasA,914,0,1,0,2,1,0,2,576,7,2006,WD,148000
378,11143,Corner,Somerst,1Fam,2Story,8,5,2004,Gable,0,PConc,Gd,1580,GasA,1580,886,3,0,4,1,1,2,610,12,2007,WD,340000
379,11394,Corner,StoneBr,1Fam,1Story,9,2,2010,Hip,350,PConc,Ex,1856,GasA,1856,0,1,1,1,1,1,3,834,6,2010,New,394432
380,8123,Inside,Gilbert,1Fam,2Story,6,5,2000,Gable,16,PConc,Gd,982,GasA,1007,793,2,1,3,1,1,2,463,6,2009,WD,179000
381,5000,Inside,SWISU,1Fam,1.5Fin,5,6,1924,Gable,0,BrkTil,TA,1026,GasA,1026,665,2,0,3,1,1,1,308,5,2010,WD,127000
382,7200,Inside,Somerst,1Fam,1Story,7,5,2006,Gable,0,PConc,Gd,1293,GasA,1301,0,2,0,2,1,1,2,572,8,2006,New,187750
383,9245,Inside,CollgCr,1Fam,2Story,7,5,2006,Gable,0,PConc,Gd,939,GasA,939,858,2,1,3,1,0,2,639,4,2007,WD,213500
384,9000,Corner,SawyerW,1Fam,1.5Unf,6,3,1928,Gable,0,BrkTil,Fa,784,GasA,784,0,1,0,2,1,0,2,360,10,2009,WD,76000
385,53107,Corner,ClearCr,1Fam,2Story,6,5,1992,Gable,0,PConc,Gd,1580,GasA,1079,874,2,1,3,1,2,2,501,6,2007,WD,240000
386,3182,Inside,Blmngtn,TwnhsE,1Story,8,5,2004,Gable,16,PConc,Gd,1256,GasA,1269,0,2,0,2,1,1,2,430,4,2010,WD,192000
387,8410,FR2,Edwards,1Fam,1.5Fin,5,3,1910,Gambrel,0,PConc,TA,658,GasA,658,526,1,0,5,1,0,0,0,5,2006,WD,81000
388,7200,Inside,Edwards,1Fam,SLvl,6,6,1976,Hip,255,CBlock,TA,1041,GasA,1125,0,1,0,3,1,1,1,352,10,2009,WD,125000
389,9382,CulDSac,CollgCr,1Fam,1Story,7,5,1999,Gable,125,PConc,Gd,1468,GasA,1479,0,2,0,3,1,0,2,577,7,2008,WD,191000
390,12474,Inside,NridgHt,1Fam,2Story,10,5,2007,Gable,272,PConc,Ex,1682,GasA,1742,590,2,1,3,1,1,3,846,8,2008,New,426000
391,8405,Inside,Edwards,1Fam,1.5Fin,5,8,1900,Gable,0,BrkTil,TA,861,GasA,961,406,1,0,4,1,0,1,384,4,2008,WD,119000
392,12209,CulDSac,Mitchel,1Fam,2Story,6,5,2001,Gable,0,PConc,Ex,804,GasA,804,1157,2,1,3,1,1,2,560,6,2009,WD,215000
393,8339,Inside,NAmes,1Fam,1Story,5,7,1959,Gable,0,Slab,,0,GasA,882,0,1,0,3,1,0,1,294,7,2007,WD,106500
394,7446,Corner,BrkSide,1Fam,1Story,4,5,1941,Gable,0,CBlock,TA,788,GasA,788,0,1,0,2,1,2,0,0,4,2006,WD,100000
395,10134,Inside,OldTown,1Fam,1.5Fin,5,6,1940,Gable,0,CBlock,TA,735,GasA,735,299,1,0,2,1,0,1,240,7,2007,WD,109000
396,9571,Inside,Edwards,1Fam,1Story,5,6,1956,Gable,0,CBlock,TA,1144,GasA,1144,0,1,0,3,1,0,1,596,6,2010,WD,129000
397,7200,Inside,CollgCr,1Fam,1Story,5,5,1972,Hip,0,CBlock,TA,894,GasA,894,0,1,0,2,1,0,2,600,9,2009,WD,123000
398,7590,Inside,NAmes,1Fam,2Story,5,5,1962,Gable,288,CBlock,TA,864,GasA,876,936,2,0,4,1,1,1,264,7,2007,WD,169500
399,8967,Corner,IDOTRR,1Fam,1Story,5,2,1920,Gable,0,BrkTil,Fa,961,GasA,1077,0,1,0,2,1,0,1,338,11,2007,WD,67000
400,8125,Inside,Somerst,1Fam,2Story,7,5,2006,Gable,100,PConc,Gd,1092,GasA,1112,438,2,0,2,1,0,2,438,10,2009,WD,241000
401,14963,Inside,Veenker,TwnhsE,1Story,8,5,1996,Gable,0,PConc,Gd,1260,GasA,1288,0,1,1,1,1,2,2,500,12,2008,WD,245500
402,8767,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,0,PConc,Gd,1310,GasA,1310,0,2,0,3,1,1,2,400,7,2006,New,164990
403,10200,Inside,Sawyer,1Fam,1Story,5,8,1940,Gable,0,PConc,TA,672,GasA,672,0,1,0,2,1,0,1,240,8,2008,WD,108000
404,12090,Corner,NoRidge,1Fam,2Story,8,5,1998,Hip,650,PConc,Gd,1141,GasA,1165,1098,2,1,4,1,1,2,420,7,2006,WD,258000
405,10364,Inside,Gilbert,1Fam,2Story,6,5,1995,Gable,0,PConc,Gd,806,GasA,806,766,2,1,3,1,1,2,373,5,2007,WD,168000
406,9991,Corner,Sawyer,1Fam,1Story,4,4,1976,Gable,0,CBlock,TA,1281,GasA,1620,0,2,0,3,1,1,2,490,6,2009,WD,150000
407,10480,Inside,SWISU,1Fam,1.5Fin,6,5,1936,Gable,0,BrkTil,TA,1064,GasA,1166,0,1,0,3,1,0,1,240,3,2008,WD,115000
408,15576,Inside,Crawfor,1Fam,2Story,6,7,1915,Gable,0,BrkTil,Gd,840,GasA,840,840,2,0,4,1,0,1,308,3,2008,WD,177000
409,14154,Corner,NridgHt,1Fam,2Story,7,5,2006,Gable,350,PConc,Ex,1063,GasA,1071,1101,2,1,3,1,1,3,947,8,2007,New,280000
410,10800,Inside,Somerst,1Fam,2Story,8,5,2007,Gable,100,PConc,Ex,1034,GasA,1050,1028,2,1,3,1,1,3,836,4,2008,New,339750
411,9571,Inside,Edwards,1Fam,1Story,5,3,1958,Gable,0,CBlock,TA,1276,GasA,1276,0,1,0,3,1,0,1,350,6,2009,COD,60000
412,34650,Inside,Gilbert,2fmCon,1Story,5,5,1955,Hip,0,CBlock,TA,1056,GasA,1056,0,1,0,3,1,0,2,572,1,2006,WD,145000
413,4403,Inside,Somerst,1Fam,1Story,7,5,2009,Gable,432,PConc,Ex,1470,GasA,1478,0,2,1,2,1,1,2,484,6,2010,New,222000
414,8960,Inside,OldTown,1Fam,1Story,5,6,1927,Gable,0,CBlock,TA,1008,GasA,1028,0,1,0,2,1,1,2,360,3,2010,WD,115000
415,11228,CulDSac,SawyerW,1Fam,2Story,7,5,1993,Gable,0,PConc,Gd,1080,GasA,1080,1017,2,1,3,1,1,3,678,12,2008,WD,228000
416,8899,Inside,Gilbert,1Fam,1Story,7,5,2007,Gable,0,PConc,Gd,1340,GasA,1340,0,2,0,3,1,0,2,396,8,2007,New,181134
417,7844,Inside,Sawyer,1Fam,2Story,6,7,1978,Hip,203,CBlock,TA,672,GasA,672,728,1,1,3,1,1,2,440,3,2006,WD,149500
418,22420,Inside,Crawfor,1Fam,2Story,6,6,1918,Hip,0,BrkTil,Gd,1370,GasW,1370,1254,2,1,4,1,1,3,864,11,2007,WD,239000
419,8160,Inside,Edwards,1Fam,1.5Fin,5,6,1940,Gable,0,BrkTil,TA,756,GasA,756,378,1,1,3,1,0,1,240,4,2007,WD,126000
420,8450,Inside,NAmes,1Fam,1Story,5,6,1968,Gable,0,CBlock,TA,1056,GasA,1056,0,1,0,3,1,1,1,304,7,2010,WD,142000
421,7060,Inside,Mitchel,Duplex,SFoyer,7,5,1997,Gable,200,PConc,Gd,1344,GasA,1344,0,2,0,2,2,0,4,784,11,2008,WD,206300
422,16635,FR2,NWAmes,1Fam,1Story,6,7,1977,Gable,126,CBlock,Gd,1602,GasA,1602,0,2,0,3,1,1,2,529,6,2009,WD,215000
423,21750,Inside,Mitchel,1Fam,1Story,5,5,1954,Hip,0,CBlock,TA,988,GasA,988,0,1,0,2,1,0,2,520,2,2008,WD,113000
424,9200,Inside,NoRidge,1Fam,2Story,8,5,1998,Gable,473,PConc,Gd,1470,GasA,1470,1160,2,1,4,1,1,3,696,6,2008,WD,315000
425,9000,Inside,NAmes,1Fam,1Story,6,5,1956,Gable,74,CBlock,Gd,1196,GasA,1196,0,1,0,2,1,1,1,297,5,2008,WD,139000
426,3378,Inside,OldTown,1Fam,2Story,7,8,1946,Gable,0,CBlock,TA,651,GasA,707,682,1,1,3,1,2,1,240,9,2009,WD,135000
427,12800,Inside,SawyerW,1Fam,SLvl,7,5,1989,Gable,145,PConc,Gd,1518,GasA,1644,0,2,0,2,1,1,2,569,8,2009,WD,275000
428,8593,Inside,NAmes,1Fam,1Story,4,6,1957,Hip,0,CBlock,TA,907,GasA,907,0,1,0,3,1,0,1,352,7,2008,WD,109008
429,6762,Inside,CollgCr,1Fam,1Story,7,5,2007,Gable,108,PConc,Gd,1208,GasA,1208,0,2,0,2,1,0,2,628,9,2007,New,195400
430,11457,Corner,Timber,1Fam,1Story,6,5,1988,Gable,0,CBlock,Gd,1392,GasA,1412,0,2,0,3,1,1,2,576,3,2009,WD,175000
431,1680,Inside,BrDale,Twnhs,2Story,6,5,1971,Gable,232,CBlock,TA,483,GasA,483,504,1,1,2,1,0,1,264,7,2008,COD,85400
432,5586,Inside,OldTown,1Fam,1.5Fin,6,7,1920,Gable,0,BrkTil,TA,901,GasA,1088,110,1,0,4,1,0,0,0,9,2008,ConLD,79900
433,1920,Inside,BrDale,TwnhsE,2Story,5,5,1971,Gable,376,CBlock,TA,765,GasA,765,600,1,1,2,1,0,2,440,8,2007,WD,122500
434,10839,Corner,Gilbert,1Fam,2Story,6,5,1997,Gable,0,PConc,Gd,926,GasA,926,678,2,1,3,1,1,2,470,7,2008,WD,181000
435,1890,Inside,MeadowV,Twnhs,SFoyer,4,7,1972,Gable,0,CBlock,Gd,630,GasA,630,0,1,0,1,1,0,0,0,6,2008,WD,81000
436,10667,CulDSac,CollgCr,1Fam,2Story,7,6,1996,Gable,0,PConc,Gd,799,GasA,827,834,2,1,3,1,1,2,550,4,2009,ConLw,212000
437,4400,Inside,OldTown,1Fam,1.5Fin,6,8,1920,Gable,0,BrkTil,Fa,648,GasA,734,384,1,0,2,1,0,2,440,10,2006,WD,116000
438,6000,Inside,BrkSide,1Fam,1.5Unf,6,7,1926,Gable,0,PConc,TA,884,GasA,904,0,1,0,2,1,0,1,180,1,2009,WD,119000
439,4280,Inside,Crawfor,1Fam,1Story,5,6,1913,Gable,0,PConc,TA,440,GasA,694,0,1,0,2,1,1,1,352,3,2007,WD,90350
440,12354,Corner,Edwards,1Fam,1.5Fin,6,8,1920,Gable,0,BrkTil,TA,684,GasA,684,512,1,0,3,1,0,2,528,8,2009,ConLI,110000
441,15431,Inside,NridgHt,1Fam,1Story,10,5,2008,Hip,200,PConc,Ex,3094,GasA,2402,0,2,0,2,1,2,3,672,4,2009,WD,555000
442,12108,Inside,Edwards,Duplex,1Story,4,4,1955,Gable,270,CBlock,TA,1440,GasA,1440,0,2,0,4,2,0,0,0,9,2008,WD,118000
443,6240,Inside,BrkSide,1Fam,1.5Fin,5,7,1930,Gable,0,PConc,TA,1078,GasA,1128,445,2,0,3,1,1,2,360,6,2008,WD,162900
444,3922,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,Gable,72,PConc,Ex,1258,GasA,1258,0,2,0,2,1,1,3,648,6,2007,New,172500
445,8750,Inside,CollgCr,1Fam,2Story,7,5,1994,Gable,0,PConc,Gd,915,GasA,933,975,2,1,4,1,1,2,493,7,2008,WD,210000
446,9855,Corner,Edwards,1Fam,1Story,6,5,1956,Hip,0,CBlock,TA,1436,GasA,1689,0,1,0,3,1,1,2,480,11,2009,COD,127500
447,16492,Corner,NAmes,1Fam,1Story,6,6,1966,Gable,0,CBlock,TA,1517,GasA,1888,0,2,1,2,1,1,2,578,6,2010,WD,190000
448,11214,Corner,Gilbert,1Fam,2Story,7,5,1998,Gable,0,PConc,Gd,930,GasA,956,930,2,1,4,1,1,2,431,7,2006,WD,199900
449,8600,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937,Gable,0,BrkTil,TA,780,GasA,780,596,2,0,3,1,1,1,198,6,2006,WD,119500
450,6000,Inside,OldTown,1Fam,1.5Fin,3,7,1948,Gable,0,CBlock,TA,649,GasA,679,504,1,1,2,1,0,1,308,6,2007,WD,120000
451,5684,Inside,OldTown,1Fam,1Story,6,8,1930,Hip,0,BrkTil,TA,813,GasA,813,0,1,0,2,1,0,1,270,6,2006,WD,110000
452,70761,Inside,ClearCr,1Fam,1Story,7,5,1975,Gable,0,CBlock,Gd,1533,GasA,1533,0,2,0,2,1,2,2,576,12,2006,WD,280000
453,9303,Corner,Timber,1Fam,2Story,6,5,1996,Hip,42,PConc,Ex,872,GasA,888,868,2,1,3,1,0,2,422,7,2007,WD,204000
454,9000,Inside,Somerst,1Fam,2Story,8,5,2008,Gable,0,PConc,Gd,768,GasA,786,804,2,1,3,1,0,2,676,6,2009,WD,210000
455,9297,Inside,Mitchel,Duplex,1Story,5,5,1976,Gable,0,CBlock,TA,1728,GasA,1728,0,2,0,4,2,0,2,560,7,2006,WD,188000
456,9600,Inside,NWAmes,1Fam,1Story,7,6,1973,Hip,320,CBlock,TA,1242,GasA,1242,0,1,1,3,1,1,2,528,9,2007,WD,175500
457,4571,Inside,OldTown,1Fam,2Story,5,5,1916,Gable,0,BrkTil,TA,624,GasA,624,720,1,0,4,1,0,3,513,5,2008,COD,98000
458,53227,CulDSac,ClearCr,1Fam,1Story,4,6,1954,Flat,0,CBlock,Gd,1364,GasA,1663,0,1,0,2,1,2,2,529,3,2008,WD,256000
459,5100,Inside,OldTown,1Fam,2Story,8,7,1925,Hip,0,PConc,TA,588,GasA,833,833,1,0,3,1,1,1,228,6,2008,WD,161000
460,7015,Corner,BrkSide,1Fam,1.5Fin,5,4,1950,Gable,161,CBlock,TA,709,GasA,979,224,1,0,3,1,1,1,352,7,2009,WD,110000
461,8004,Inside,Somerst,1Fam,2Story,8,5,2009,Gable,110,PConc,Gd,832,GasA,832,1103,2,1,3,1,0,2,552,12,2009,New,263435
462,7200,Inside,SWISU,1Fam,2Story,7,9,1936,Gable,0,PConc,Gd,560,GasA,575,560,1,0,3,1,0,2,576,4,2009,WD,155000
463,8281,Inside,Sawyer,1Fam,1Story,5,5,1965,Gable,0,CBlock,TA,864,GasA,864,0,1,0,3,1,1,1,360,12,2009,WD,62383
464,11988,Inside,Crawfor,1Fam,2Story,6,7,1934,Hip,0,CBlock,TA,715,GasA,849,811,1,1,3,1,1,1,240,8,2008,WD,188700
465,8430,Inside,CollgCr,1Fam,1Story,5,5,1978,Gable,136,CBlock,Gd,1040,GasA,1040,0,2,0,3,1,0,0,0,8,2009,WD,124000
466,3072,Inside,Blmngtn,TwnhsE,1Story,7,5,2004,Hip,18,PConc,Gd,1375,GasA,1414,0,2,0,2,1,1,2,398,5,2006,WD,178740
467,10628,Inside,NAmes,1Fam,1Story,7,5,1970,Flat,0,CBlock,TA,1277,GasA,1277,0,1,0,2,1,1,2,526,4,2007,WD,167000
468,9480,Inside,NAmes,1Fam,2Story,5,7,1942,Gable,224,CBlock,TA,728,GasA,888,756,1,1,3,1,2,1,312,6,2007,WD,146500
469,11428,Inside,NridgHt,1Fam,1Story,8,5,2006,Gable,248,PConc,Gd,1626,GasA,1634,0,2,0,3,1,1,3,866,5,2007,WD,250000
470,9291,Corner,SawyerW,1Fam,2Story,6,5,1993,Gable,120,PConc,Gd,832,GasA,832,878,2,1,3,1,0,2,506,6,2008,WD,187000
471,6820,Corner,StoneBr,TwnhsE,1Story,8,5,1985,Gable,0,PConc,Gd,1488,GasA,1502,0,1,1,1,1,0,2,528,6,2010,WD,212000
472,11952,Inside,NWAmes,1Fam,2Story,7,6,1977,Mansard,0,CBlock,Gd,808,GasA,1161,808,2,1,3,1,1,2,534,11,2007,WD,190000
473,3675,Inside,Edwards,TwnhsE,SLvl,6,5,2005,Gable,80,PConc,Gd,547,GasA,1072,0,1,0,2,1,0,2,525,6,2008,WD,148000
474,14977,Inside,NridgHt,1Fam,1Story,8,5,2006,Gable,304,PConc,Ex,1976,GasA,1976,0,2,0,2,1,1,3,908,7,2007,New,440000
475,5330,Inside,StoneBr,TwnhsE,1Story,8,5,2000,Gable,0,PConc,Gd,1494,GasA,1652,0,2,0,2,1,0,2,499,8,2007,WD,251000
476,8480,Corner,Sawyer,1Fam,1Story,5,6,1963,Hip,0,CBlock,TA,970,GasA,970,0,1,0,2,1,0,2,624,7,2007,WD,132500
477,13125,Inside,CollgCr,1Fam,1Story,6,5,1997,Gable,215,PConc,Gd,1478,GasA,1493,0,2,0,3,1,1,2,508,4,2008,WD,208900
478,13693,Inside,NridgHt,1Fam,2Story,9,5,2006,Hip,772,PConc,Gd,2153,GasA,2069,574,2,1,3,1,1,3,694,3,2007,WD,380000
479,10637,Inside,CollgCr,1Fam,1Story,8,5,2007,Hip,336,PConc,Ex,1705,GasA,1718,0,2,0,3,1,1,3,826,9,2009,WD,297000
480,5925,Inside,OldTown,1Fam,1Story,4,7,1937,Hip,435,BrkTil,Fa,907,GasA,1131,0,1,0,2,1,0,2,672,3,2007,WD,89471
481,16033,FR2,NridgHt,1Fam,1Story,9,5,2004,Hip,378,PConc,Ex,1833,GasA,1850,0,2,0,3,1,1,3,772,3,2006,WD,326000
482,11846,Inside,NridgHt,1Fam,1Story,9,5,2003,Hip,562,PConc,Ex,1792,GasA,1792,0,2,0,2,1,1,3,874,8,2006,WD,374000
483,2500,Corner,OldTown,1Fam,2Story,7,8,1915,Gable,0,PConc,TA,910,GasA,916,910,1,1,4,1,1,1,164,6,2009,WD,155000
484,4500,FR2,Mitchel,Twnhs,1Story,6,5,1998,Hip,116,PConc,Ex,1216,GasA,1216,0,2,0,2,1,0,2,402,5,2006,WD,164000
485,7758,Corner,Sawyer,1Fam,1Story,5,7,1962,Gable,0,CBlock,TA,999,GasA,999,0,1,0,3,1,0,1,264,3,2007,WD,132500
486,9600,Inside,NAmes,1Fam,1Story,5,7,1950,Gable,0,CBlock,TA,1113,GasA,1113,0,1,0,3,1,1,1,264,7,2009,WD,147000
487,10289,Inside,NAmes,1Fam,1Story,5,7,1965,Hip,168,CBlock,TA,1073,GasA,1073,0,1,1,3,1,0,2,515,6,2007,WD,156000
488,12243,Inside,NWAmes,1Fam,1Story,5,6,1971,Gable,0,CBlock,Gd,1484,GasA,1484,0,2,0,3,1,1,2,487,2,2007,WD,175000
489,10800,Corner,OldTown,2fmCon,1.5Fin,5,4,1900,Gable,0,CBlock,TA,954,GasA,1766,648,2,0,3,2,1,2,520,5,2006,ConLD,160000
490,1526,Inside,MeadowV,Twnhs,SFoyer,4,8,1970,Gable,0,CBlock,Gd,630,GasA,630,0,1,0,1,1,0,1,286,5,2009,WD,86000
491,2665,Inside,MeadowV,TwnhsE,2Story,5,6,1976,Gable,0,PConc,Gd,264,GasA,616,688,1,1,3,1,1,1,336,6,2008,WD,115000
492,9490,Inside,NAmes,1Fam,1.5Fin,6,7,1941,Gable,0,CBlock,TA,806,GasA,958,620,1,0,3,1,2,1,240,8,2006,WD,133000
493,15578,Corner,Gilbert,1Fam,2Story,6,5,2006,Gable,0,PConc,Gd,728,GasA,728,728,2,1,3,1,0,2,429,5,2006,New,172785
494,7931,Inside,NAmes,1Fam,1Story,5,6,1960,Gable,0,CBlock,TA,1269,GasA,1269,0,1,1,3,1,1,1,308,6,2008,WD,155000
495,5784,Inside,OldTown,1Fam,1Story,5,8,1938,Gable,0,BrkTil,Fa,190,GasA,886,0,1,0,2,1,0,1,273,12,2009,WD,91300
496,7879,Inside,IDOTRR,1Fam,1Story,4,5,1920,Gable,0,CBlock,TA,720,GasA,720,0,1,0,2,1,0,0,0,11,2009,WD,34900
497,12692,Inside,NoRidge,1Fam,1Story,8,5,1992,Hip,0,PConc,Gd,3200,GasA,3228,0,3,0,4,1,1,2,546,5,2007,WD,430000
498,9120,Inside,BrkSide,1Fam,1.5Fin,7,6,1925,Gable,0,PConc,TA,1026,GasA,1133,687,2,0,4,1,0,1,240,6,2008,WD,184000
499,7800,Inside,Sawyer,1Fam,1Story,5,7,1967,Hip,89,PConc,TA,864,GasA,899,0,1,0,3,1,0,1,288,6,2009,WD,130000
500,7535,Inside,NAmes,1Fam,1Story,5,7,1958,Gable,0,CBlock,TA,912,GasA,912,0,1,0,2,1,0,1,297,6,2007,WD,120000
501,1890,Inside,BrDale,Twnhs,2Story,6,5,1973,Gable,285,CBlock,TA,672,GasA,672,546,1,1,3,1,0,1,264,5,2007,WD,113000
502,9803,Inside,Somerst,1Fam,2Story,7,5,2005,Gable,0,PConc,Gd,866,GasA,866,902,2,1,3,1,0,2,603,2,2008,WD,226700
503,9170,Corner,Edwards,1Fam,1Story,5,7,1965,Hip,0,CBlock,TA,1214,GasA,1214,0,1,0,2,1,0,2,461,4,2007,WD,140000
